138;EMKA-Verbrauchermarkt
139;EMKA-Verbrauchermarkt
140;WorldCCBonn
141;Asklepios-Kinderklinik
142;EMKA-Verbrauchermarkt
143;WorldCCBonn
144;WorldCCBonn
145;EMKA-Verbrauchermarkt
146;EMKA-Verbrauchermarkt
147;Asklepios-Kinderklinik
148;Asklepios-Kinderklinik
149;EMKA-Verbrauchermarkt
150;Asklepios-Kinderklinik
151;Asklepios-Kinderklinik
152;EMKA-Verbrauchermarkt
153;EMKA-Verbrauchermarkt
154;WorldCCBonn
155;WorldCCBonn
156;WorldCCBonn
157;EMKA-Verbrauchermarkt
158;Asklepios-Kinderklinik
159;Asklepios-Kinderklinik
160;Asklepios-Kinderklinik
161;WorldCCBonn
162;Asklepios-Kinderklinik
163;EMKA-Verbrauchermarkt
164;Asklepios-Kinderklinik
165;EMKA-Verbrauchermarkt
166;WorldCCBonn
167;WorldCCBonn
168;Asklepios-Kinderklinik
169;EMKA-Verbrauchermarkt
170;WorldCCBonn
171;WorldCCBonn
172;EMKA-Verbrauchermarkt
173;Asklepios-Kinderklinik
174;Asklepios-Kinderklinik
175;WorldCCBonn
176;EMKA-Verbrauchermarkt
177;EMKA-Verbrauchermarkt
178;Asklepios-Kinderklinik
179;Asklepios-Kinderklinik
180;EMKA-Verbrauchermarkt
181;EMKA-Verbrauchermarkt
182;Asklepios-Kinderklinik
183;WorldCCBonn
184;EMKA-Verbrauchermarkt
185;EMKA-Verbrauchermarkt
186;EMKA-Verbrauchermarkt
187;EMKA-Verbrauchermarkt
188;Asklepios-Kinderklinik
189;WorldCCBonn
190;WorldCCBonn
191;WorldCCBonn
192;WorldCCBonn
193;WorldCCBonn
194;Asklepios-Kinderklinik
195;EMKA-Verbrauchermarkt
196;WorldCCBonn
197;WorldCCBonn
198;WorldCCBonn
199;Asklepios-Kinderklinik
200;Asklepios-Kinderklinik
201;EMKA-Verbrauchermarkt
202;Asklepios-Kinderklinik
203;Asklepios-Kinderklinik
204;WorldCCBonn
205;EMKA-Verbrauchermarkt
206;EMKA-Verbrauchermarkt
207;WorldCCBonn
208;Asklepios-Kinderklinik
209;EMKA-Verbrauchermarkt
210;Asklepios-Kinderklinik
211;EMKA-Verbrauchermarkt
212;WorldCCBonn
213;WorldCCBonn
214;Asklepios-Kinderklinik
215;WorldCCBonn
216;Asklepios-Kinderklinik
217;WorldCCBonn
218;Asklepios-Kinderklinik
219;Asklepios-Kinderklinik
220;WorldCCBonn
221;Asklepios-Kinderklinik
222;WorldCCBonn
223;EMKA-Verbrauchermarkt
224;EMKA-Verbrauchermarkt
225;WorldCCBonn
226;Asklepios-Kinderklinik
227;WorldCCBonn
228;EMKA-Verbrauchermarkt
229;Asklepios-Kinderklinik
230;EMKA-Verbrauchermarkt
231;WorldCCBonn
232;Asklepios-Kinderklinik
233;WorldCCBonn
234;WorldCCBonn
235;EMKA-Verbrauchermarkt
236;Asklepios-Kinderklinik
237;WorldCCBonn
238;Asklepios-Kinderklinik
239;WorldCCBonn
240;WorldCCBonn
241;Asklepios-Kinderklinik
242;WorldCCBonn
243;EMKA-Verbrauchermarkt
244;WorldCCBonn
245;WorldCCBonn
246;EMKA-Verbrauchermarkt
247;EMKA-Verbrauchermarkt
248;EMKA-Verbrauchermarkt
249;EMKA-Verbrauchermarkt
250;Asklepios-Kinderklinik
251;Asklepios-Kinderklinik
252;EMKA-Verbrauchermarkt
253;WorldCCBonn
254;WorldCCBonn
255;WorldCCBonn
256;EMKA-Verbrauchermarkt
257;EMKA-Verbrauchermarkt
258;WorldCCBonn
259;WorldCCBonn
260;Asklepios-Kinderklinik
261;WorldCCBonn
262;WorldCCBonn
263;EMKA-Verbrauchermarkt
264;WorldCCBonn
265;Asklepios-Kinderklinik
266;EMKA-Verbrauchermarkt
267;EMKA-Verbrauchermarkt
268;Asklepios-Kinderklinik
269;EMKA-Verbrauchermarkt
270;WorldCCBonn
271;EMKA-Verbrauchermarkt
272;Asklepios-Kinderklinik
273;WorldCCBonn
274;Asklepios-Kinderklinik
275;EMKA-Verbrauchermarkt
276;Asklepios-Kinderklinik
277;EMKA-Verbrauchermarkt
278;EMKA-Verbrauchermarkt
279;EMKA-Verbrauchermarkt
280;WorldCCBonn
281;WorldCCBonn
282;EMKA-Verbrauchermarkt
283;EMKA-Verbrauchermarkt
284;EMKA-Verbrauchermarkt
285;Asklepios-Kinderklinik
286;Asklepios-Kinderklinik
287;WorldCCBonn
288;WorldCCBonn
